row_id,generation_method,plastic_type,replacement_pct,particle_size_mm,wc_ratio,additive_type,additive_pct,curing_temp_c,curing_days,compressive_strength_mpa,flexural_strength_mpa,split_tensile_mpa,density_kgm3,water_absorption_pct,thermal_conductivity_wm,durability_index,cement_kgm3,water_kgm3,fine_agg_kgm3,coarse_agg_kgm3,plastic_mass_kgm3,additive_mass_kgm3,co2_cement_kgm3,co2_water_kgm3,co2_sand_kgm3,co2_coarse_kgm3,co2_plastic_kgm3,co2_additive_kgm3,embodied_carbon_kgco2e_m3,baseline_concrete_co2,co2_saving_kgco2e_m3,co2_saving_pct,plastic_diversion_kg_m3,pet_bottle_equiv,is_516_grade,is_516_compliant,is_1237_compliant,is_1237_cs_margin_mpa,is_1237_wa_margin_pct,is_2185_pt1_compliant,is_2185_cs_margin_mpa,is_2185_pt2_compliant,is_5816_compliant,nbc_2016_structural,nbc_2016_nonstructural,bis_overall_pass,n_standards_passed,igbc_recycled_content_credit,igbc_regional_materials_credit,igbc_indoor_air_credit,igbc_total_credits,griha_embodied_energy_point,griha_waste_management_point,griha_material_criterion_pts,leed_bpdo_credit,leed_construction_waste_credit,leed_total_points,total_green_credits,score_carbon_component,score_plastic_diversion_comp,score_recycled_content_comp,score_bis_compliance_comp,score_green_rating_comp,sustainability_score,sustainability_grade,top_negative_factor,remediation_action_1,remediation_action_2,remediation_action_3,estimated_score_gain
M3_01024,physics_formula,HDPE,12.5,5.3,0.577,fly_ash,9.63,49.8,90,39.818,3.903,3.746,2201.5,5.639,0.9631,74.29,346.12,199.71,595.0,1210.0,120.0,36.88,301.8141,0.0599,2.856,5.808,-144.0,0.1475,166.6856,365.71,199.0244,54.4214,120.0,4800,M30,1,0,9.818,-4.639,1,36.318,0,0,1,0,1,3,1,1,0,2,1,1,2,1,1,2,6,24.097,15.0,6.25,6.429,8.571,60.35,B,split_tensile_mpa,Add fibres additive at 5-10%: fibres add 0.5-1.5 MPa STS,Reduce wc_ratio to 0.40: lower w/c improves tensile strength,Use PET or HDPE fibres specifically: better bond than granular,5.0
M3_01025,physics_formula,Mixed,22.59,8.85,0.504,fibres,16.74,24.5,90,32.863,4.424,2.866,2039.6,6.066,0.8591,71.76,318.89,160.72,526.39,1210.0,248.49,64.11,278.0684,0.0482,2.5267,5.808,-273.339,0.0,13.1123,365.71,352.5977,96.4146,248.49,9939,M30,1,0,2.863,-5.066,1,29.363,0,0,1,0,1,3,1,1,0,2,1,1,2,1,1,2,6,30.0,25.0,11.295,6.429,8.571,81.3,A,split_tensile_mpa,Add fibres additive at 5-10%: fibres add 0.5-1.5 MPa STS,Reduce wc_ratio to 0.40: lower w/c improves tensile strength,Use PET or HDPE fibres specifically: better bond than granular,5.0
M3_01026,physics_formula,Mixed,22.92,6.74,0.476,silica_fume,13.54,52.7,28,36.383,3.742,3.511,2126.5,3.787,0.7984,77.45,331.14,157.62,524.14,1210.0,252.12,51.86,288.7556,0.0473,2.5159,5.808,-277.332,0.726,20.5208,365.71,345.1892,94.3888,252.12,10084,M30,1,0,6.383,-2.787,1,32.883,0,0,1,0,1,3,1,1,0,2,1,1,2,1,1,2,6,30.0,25.0,11.46,6.429,8.571,81.46,A,split_tensile_mpa,Add fibres additive at 5-10%: fibres add 0.5-1.5 MPa STS,Reduce wc_ratio to 0.40: lower w/c improves tensile strength,Use PET or HDPE fibres specifically: better bond than granular,5.0
M3_01027,physics_formula,Mixed,23.1,16.94,0.519,fibres,21.89,26.1,28,26.573,3.712,1.989,2091.9,5.929,0.7976,64.94,299.16,155.26,522.92,1210.0,254.1,83.84,260.8687,0.0466,2.51,5.808,-279.51,0.0,-10.2768,365.71,375.9868,102.8101,254.1,10164,M25,1,0,-3.427,-4.929,1,23.073,0,0,1,0,1,3,1,1,0,2,1,1,2,1,1,2,6,30.0,25.0,11.55,6.429,8.571,81.55,A,water_absorption_pct,Reduce wc_ratio from current to 0.40 to cut water absorption,Increase additive to 15% silica_fume to densify matrix,Reduce replacement_pct by 5-10% to boost CS above 30 MPa,8.0
M3_01028,physics_formula,Mixed,23.18,6.54,0.473,fibres,9.3,62.7,28,41.211,5.754,3.546,2082.3,4.912,0.8423,71.58,347.38,164.31,522.38,1210.0,254.98,35.62,302.9162,0.0493,2.5074,5.808,-280.478,0.0,30.8029,365.71,334.9071,91.5772,254.98,10199,M30,1,0,11.211,-3.912,1,37.711,0,0,1,0,1,3,1,1,0,2,1,1,2,1,1,2,6,30.0,25.0,11.59,6.429,8.571,81.59,A,split_tensile_mpa,Add fibres additive at 5-10%: fibres add 0.5-1.5 MPa STS,Reduce wc_ratio to 0.40: lower w/c improves tensile strength,Use PET or HDPE fibres specifically: better bond than granular,5.0
M3_01029,physics_formula,HDPE,10.27,8.86,0.491,silica_fume,10.96,40.9,7,33.341,3.282,3.306,2245.1,4.226,1.0797,50.99,341.02,167.44,610.16,1210.0,98.59,41.98,297.3722,0.0502,2.9288,5.808,-118.3104,0.5877,188.4365,365.71,177.2735,48.4738,98.59,3943,M30,1,0,3.341,-3.226,1,29.841,0,0,1,0,1,3,1,1,0,2,1,0,1,1,1,2,5,22.725,12.324,5.135,6.429,7.143,53.76,C,split_tensile_mpa,Add fibres additive at 5-10%: fibres add 0.5-1.5 MPa STS,Reduce wc_ratio to 0.40: lower w/c improves tensile strength,Use PET or HDPE fibres specifically: better bond than granular,5.0
M3_01030,physics_formula,Mixed,19.94,5.37,0.489,fly_ash,18.35,67.3,28,40.766,3.682,3.839,2100.1,4.712,0.8233,76.05,312.72,152.92,544.41,1210.0,219.34,70.28,272.6914,0.0459,2.6132,5.808,-241.274,0.2811,40.1656,365.71,325.5444,89.0171,219.34,8773,M30,1,0,10.766,-3.712,1,37.266,0,0,1,0,1,3,1,1,0,2,1,1,2,1,1,2,6,30.0,25.0,9.97,6.429,8.571,79.97,B,split_tensile_mpa,Add fibres additive at 5-10%: fibres add 0.5-1.5 MPa STS,Reduce wc_ratio to 0.40: lower w/c improves tensile strength,Use PET or HDPE fibres specifically: better bond than granular,5.0
M3_01031,physics_formula,HDPE,4.04,10.83,0.546,fibres,7.68,69.9,56,45.81,5.814,4.527,2395.8,8.299,1.2057,65.54,353.59,193.06,652.53,1210.0,38.78,29.41,308.3266,0.0579,3.1321,5.808,-46.5408,0.0,270.7839,365.71,94.9261,25.9567,38.78,1551,M30,1,0,15.81,-7.299,1,42.31,0,0,1,0,1,3,0,1,0,1,1,0,1,0,0,0,2,17.528,4.848,2.02,6.429,2.857,33.68,D,replacement_pct,Increase replacement_pct to 15%: diversion reaches ~83 kg/m3,Switch to Mixed plastic type for higher volume at lower cost,Use larger particle_size to maintain workability at higher pct,6.0
M3_01032,physics_formula,PET,12.83,9.72,0.532,none,0.0,43.6,28,35.376,3.426,3.386,2243.1,7.092,1.0369,54.81,383.0,203.76,592.76,1210.0,177.05,0.0,333.976,0.0611,2.8452,5.808,-233.7113,0.0,108.9791,365.71,256.7309,70.2007,177.05,7082,M30,1,0,5.376,-6.092,1,31.876,0,0,1,0,1,3,1,1,0,2,1,1,2,1,1,2,6,27.739,22.131,6.415,6.429,8.571,71.29,B,split_tensile_mpa,Add fibres additive at 5-10%: fibres add 0.5-1.5 MPa STS,Reduce wc_ratio to 0.40: lower w/c improves tensile strength,Use PET or HDPE fibres specifically: better bond than granular,5.0
M3_01033,physics_formula,PP,1.76,14.85,0.392,fly_ash,6.2,40.1,28,41.8,3.841,4.301,2377.0,4.065,1.1703,66.85,359.25,140.83,668.03,1210.0,15.93,23.75,313.2695,0.0422,3.2066,5.808,-18.795,0.095,303.6262,365.71,62.0838,16.9762,15.93,637,M30,1,0,11.8,-3.065,1,38.3,0,1,1,0,1,4,0,0,0,0,1,0,1,0,0,0,1,15.456,1.991,0.88,8.571,1.429,28.33,D,replacement_pct,Increase replacement_pct to 15%: diversion reaches ~83 kg/m3,Switch to Mixed plastic type for higher volume at lower cost,Use larger particle_size to maintain workability at higher pct,6.0
M3_01034,physics_formula,PP,27.28,13.77,0.524,none,0.0,50.8,28,24.707,2.464,2.259,2000.1,6.235,0.7865,49.76,383.0,200.69,494.5,1210.0,246.88,0.0,333.976,0.0602,2.3736,5.808,-291.3231,0.0,50.8947,365.71,314.8153,86.0833,246.88,9875,M20,1,0,-5.293,-5.235,1,21.207,0,0,1,0,1,3,1,0,0,1,1,1,2,1,1,2,5,30.0,25.0,13.64,6.429,7.143,82.21,A,water_absorption_pct,Reduce wc_ratio from current to 0.40 to cut water absorption,Increase additive to 15% silica_fume to densify matrix,Reduce replacement_pct by 5-10% to boost CS above 30 MPa,8.0
M3_01035,physics_formula,LDPE,30.08,7.53,0.495,fibres,13.18,55.1,56,33.432,4.439,2.849,1974.8,5.253,0.6546,71.13,332.52,164.6,475.46,1210.0,276.74,50.48,289.958,0.0494,2.2822,5.808,-345.92,0.0,-47.8225,365.71,413.5325,113.0766,276.74,11069,M30,1,0,3.432,-4.253,1,29.932,0,0,1,0,1,3,1,0,0,1,1,1,2,1,1,2,5,30.0,25.0,15.04,6.429,7.143,83.61,A,split_tensile_mpa,Add fibres additive at 5-10%: fibres add 0.5-1.5 MPa STS,Reduce wc_ratio to 0.40: lower w/c improves tensile strength,Use PET or HDPE fibres specifically: better bond than granular,5.0
M3_01036,physics_formula,PET,0.88,1.65,0.482,fly_ash,4.7,49.5,90,50.334,4.574,4.56,2372.6,5.24,1.1552,77.95,365.0,175.93,674.02,1210.0,12.14,18.0,318.2791,0.0528,3.2353,5.808,-16.0301,0.072,311.4171,365.71,54.2929,14.8459,12.14,485,M30,1,0,20.334,-4.24,1,46.834,0,0,1,0,1,3,0,1,0,1,1,0,1,0,0,0,2,14.964,1.518,0.44,6.429,2.857,26.21,D,replacement_pct,Increase replacement_pct to 15%: diversion reaches ~83 kg/m3,Switch to Mixed plastic type for higher volume at lower cost,Use larger particle_size to maintain workability at higher pct,6.0
M3_01037,physics_formula,PP,34.3,8.72,0.457,fly_ash,2.86,73.4,7,31.296,3.308,3.005,1899.2,2.911,0.6242,53.61,372.05,170.03,446.76,1210.0,310.41,10.95,324.4243,0.051,2.1444,5.808,-366.2897,0.0438,-33.8181,365.71,399.5281,109.2473,310.41,12416,M30,1,0,1.296,-1.911,1,27.796,0,0,1,0,1,3,1,0,0,1,1,1,2,1,1,2,5,30.0,25.0,17.15,6.429,7.143,85.72,A,split_tensile_mpa,Add fibres additive at 5-10%: fibres add 0.5-1.5 MPa STS,Reduce wc_ratio to 0.40: lower w/c improves tensile strength,Use PET or HDPE fibres specifically: better bond than granular,5.0
M3_01038,physics_formula,PVC,14.23,8.33,0.474,none,0.0,43.7,14,30.373,3.023,2.798,2302.6,5.854,0.937,43.15,383.0,181.54,583.24,1210.0,199.22,0.0,333.976,0.0545,2.7995,5.808,-189.259,0.0,153.379,365.71,212.331,58.0599,199.22,7968,M30,1,0,0.373,-4.854,1,26.873,0,0,1,0,1,3,1,0,0,1,1,1,2,1,1,2,5,24.937,24.902,7.115,6.429,7.143,70.53,B,split_tensile_mpa,Add fibres additive at 5-10%: fibres add 0.5-1.5 MPa STS,Reduce wc_ratio to 0.40: lower w/c improves tensile strength,Use PET or HDPE fibres specifically: better bond than granular,5.0
M3_01039,physics_formula,PET,20.31,4.99,0.572,silica_fume,0.54,26.2,14,31.202,3.06,3.066,2184.4,5.835,1.0299,49.79,380.93,217.89,541.89,1210.0,280.28,2.07,332.1725,0.0654,2.6011,5.808,-369.967,0.029,-29.291,365.71,395.001,108.0094,280.28,11211,M30,1,0,1.202,-4.835,1,27.702,0,0,1,0,1,3,1,1,0,2,1,1,2,1,1,2,6,30.0,25.0,10.155,6.429,8.571,80.16,A,split_tensile_mpa,Add fibres additive at 5-10%: fibres add 0.5-1.5 MPa STS,Reduce wc_ratio to 0.40: lower w/c improves tensile strength,Use PET or HDPE fibres specifically: better bond than granular,5.0
M3_01040,physics_formula,PVC,20.66,15.43,0.406,fly_ash,17.47,46.5,56,39.661,3.712,4.167,2188.0,2.609,0.9672,80.85,316.09,128.33,539.51,1210.0,289.24,66.91,275.6304,0.0385,2.5897,5.808,-274.778,0.2676,9.5562,365.71,356.1538,97.3869,289.24,11569,M30,1,0,9.661,-1.609,1,36.161,0,1,1,0,1,4,1,0,0,1,1,1,2,1,1,2,5,30.0,25.0,10.33,8.571,7.143,81.04,A,sustainability_score,Increase replacement_pct from 20.66% to 25.66%,Switch additive_type to silica_fume if not already,Extend curing_days to 28 for maximum strength gain,3.0
M3_01041,physics_formula,PET,7.15,6.73,0.433,fly_ash,25.22,32.8,90,50.412,4.997,4.739,2307.4,4.386,1.064,84.87,286.41,124.01,631.38,1210.0,98.67,96.59,249.7473,0.0372,3.0306,5.808,-130.2444,0.3864,128.7651,365.71,236.9449,64.7904,98.67,3946,M30,1,0,20.412,-3.386,1,46.912,0,0,1,0,1,3,1,1,0,2,1,0,1,0,1,1,4,26.49,12.334,3.575,6.429,5.714,54.54,C,split_tensile_mpa,Add fibres additive at 5-10%: fibres add 0.5-1.5 MPa STS,Reduce wc_ratio to 0.40: lower w/c improves tensile strength,Use PET or HDPE fibres specifically: better bond than granular,5.0
M3_01042,physics_formula,LDPE,13.23,7.25,0.615,fibres,8.15,26.3,28,28.973,4.22,2.364,2226.1,9.314,0.8934,55.41,351.79,216.35,590.04,1210.0,121.72,31.21,306.757,0.0649,2.8322,5.808,-152.145,0.0,163.317,365.71,202.393,55.3425,121.72,4868,M25,1,0,-1.027,-8.314,1,25.473,0,0,1,0,1,3,1,0,0,1,1,1,2,1,1,2,5,24.31,15.215,6.615,6.429,7.143,59.71,C,water_absorption_pct,Reduce wc_ratio from current to 0.40 to cut water absorption,Increase additive to 15% silica_fume to densify matrix,Reduce replacement_pct by 5-10% to boost CS above 30 MPa,8.0
M3_01043,physics_formula,PET,28.03,4.6,0.415,silica_fume,14.2,21.9,28,35.754,3.393,3.118,2124.8,2.79,0.725,80.22,328.61,136.37,489.4,1210.0,386.81,54.39,286.5514,0.0409,2.3491,5.808,-510.5945,0.7614,-215.0837,365.71,580.7937,158.8126,386.81,15472,M30,1,0,5.754,-1.79,1,32.254,0,0,1,0,1,3,1,1,0,2,1,1,2,1,1,2,6,30.0,25.0,14.015,6.429,8.571,84.02,A,split_tensile_mpa,Add fibres additive at 5-10%: fibres add 0.5-1.5 MPa STS,Reduce wc_ratio to 0.40: lower w/c improves tensile strength,Use PET or HDPE fibres specifically: better bond than granular,5.0
M3_01044,physics_formula,PET,6.09,16.13,0.457,silica_fume,19.33,36.5,28,40.073,3.871,3.902,2293.1,3.968,1.1374,81.3,308.97,141.2,638.59,1210.0,84.04,74.03,269.4184,0.0424,3.0652,5.808,-110.9354,1.0365,168.4351,365.71,197.2749,53.943,84.04,3361,M30,1,0,10.073,-2.968,1,36.573,0,0,1,0,1,3,1,1,0,2,1,0,1,0,1,1,4,23.987,10.505,3.045,6.429,5.714,49.68,C,split_tensile_mpa,Add fibres additive at 5-10%: fibres add 0.5-1.5 MPa STS,Reduce wc_ratio to 0.40: lower w/c improves tensile strength,Use PET or HDPE fibres specifically: better bond than granular,5.0
M3_01045,physics_formula,PET,21.71,12.39,0.431,fibres,9.54,37.9,28,35.76,4.731,3.211,2193.7,4.444,0.8293,73.69,346.46,149.33,532.37,1210.0,299.6,36.54,302.1147,0.0448,2.5554,5.808,-395.4694,0.0,-84.9465,365.71,450.6565,123.2278,299.6,11983,M30,1,0,5.76,-3.444,1,32.26,0,0,1,0,1,3,1,1,0,2,1,1,2,1,1,2,6,30.0,25.0,10.855,6.429,8.571,80.86,A,split_tensile_mpa,Add fibres additive at 5-10%: fibres add 0.5-1.5 MPa STS,Reduce wc_ratio to 0.40: lower w/c improves tensile strength,Use PET or HDPE fibres specifically: better bond than granular,5.0
M3_01046,physics_formula,PP,37.44,13.22,0.409,fly_ash,24.86,54.0,56,32.563,3.478,2.637,1845.1,2.247,0.5587,79.03,287.79,117.7,425.41,1210.0,338.83,95.21,250.9496,0.0353,2.042,5.808,-399.8218,0.3809,-140.6061,365.71,506.3161,138.4474,338.83,13553,M30,1,0,2.563,-1.247,1,29.063,0,0,1,0,1,3,1,0,1,2,1,1,2,1,1,2,6,30.0,25.0,18.72,6.429,8.571,88.72,A,split_tensile_mpa,Add fibres additive at 5-10%: fibres add 0.5-1.5 MPa STS,Reduce wc_ratio to 0.40: lower w/c improves tensile strength,Use PET or HDPE fibres specifically: better bond than granular,5.0
M3_01047,physics_formula,Mixed,20.83,4.71,0.529,fly_ash,17.65,32.9,28,34.552,3.07,3.342,2150.1,5.077,0.9084,72.9,315.4,166.85,538.36,1210.0,229.13,67.6,275.0292,0.0501,2.5841,5.808,-252.043,0.2704,31.6988,365.71,334.0112,91.3323,229.13,9165,M30,1,0,4.552,-4.077,1,31.052,0,0,1,0,1,3,1,1,0,2,1,1,2,1,1,2,6,30.0,25.0,10.415,6.429,8.571,80.41,A,split_tensile_mpa,Add fibres additive at 5-10%: fibres add 0.5-1.5 MPa STS,Reduce wc_ratio to 0.40: lower w/c improves tensile strength,Use PET or HDPE fibres specifically: better bond than granular,5.0
M3_01048,physics_formula,LDPE,19.35,5.51,0.551,silica_fume,18.23,38.5,28,30.352,3.236,2.915,2129.5,5.814,0.8857,76.63,313.18,172.56,548.42,1210.0,178.02,69.82,273.0922,0.0518,2.6324,5.808,-222.525,0.9775,60.0369,365.71,305.6731,83.5835,178.02,7120,M30,1,0,0.352,-4.814,1,26.852,0,0,1,0,1,3,1,0,0,1,1,1,2,1,1,2,5,30.0,22.253,9.675,6.429,7.143,75.5,B,split_tensile_mpa,Add fibres additive at 5-10%: fibres add 0.5-1.5 MPa STS,Reduce wc_ratio to 0.40: lower w/c improves tensile strength,Use PET or HDPE fibres specifically: better bond than granular,5.0
M3_01049,physics_formula,HDPE,11.87,8.95,0.368,silica_fume,10.09,24.3,28,45.016,4.738,4.576,2206.5,3.072,1.0001,84.87,344.36,126.72,599.28,1210.0,113.95,38.64,300.2778,0.038,2.8766,5.808,-136.7424,0.541,172.799,365.71,192.911,52.7497,113.95,4558,M30,1,0,15.016,-2.072,1,41.516,0,1,1,0,1,4,1,1,0,2,1,1,2,1,1,2,6,23.711,14.244,5.935,8.571,8.571,61.03,B,sustainability_score,Increase replacement_pct from 11.87% to 16.869999999999997%,Switch additive_type to silica_fume if not already,Extend curing_days to 28 for maximum strength gain,3.0
M3_01050,physics_formula,PP,5.18,4.35,0.503,silica_fume,13.9,68.2,28,48.4,4.777,4.573,2293.4,5.52,1.1156,84.96,329.76,165.87,644.78,1210.0,46.88,53.24,287.5533,0.0498,3.0949,5.808,-55.3172,0.7453,241.9341,365.71,123.7759,33.8454,46.88,1875,M30,1,0,18.4,-4.52,1,44.9,0,0,1,0,1,3,0,0,0,0,1,0,1,0,0,0,1,19.349,5.86,2.59,6.429,1.429,35.66,D,replacement_pct,Increase replacement_pct to 15%: diversion reaches ~83 kg/m3,Switch to Mixed plastic type for higher volume at lower cost,Use larger particle_size to maintain workability at higher pct,6.0
M3_01051,physics_formula,PVC,22.09,6.74,0.482,fibres,19.23,48.0,56,35.376,4.738,3.421,2140.4,5.675,0.8485,68.66,309.35,149.11,529.79,1210.0,309.26,73.65,269.7524,0.0447,2.543,5.808,-293.797,0.0,-15.6489,365.71,381.3589,104.279,309.26,12370,M30,1,0,5.376,-4.675,1,31.876,0,0,1,0,1,3,1,0,0,1,1,1,2,1,1,2,5,30.0,25.0,11.045,6.429,7.143,79.62,B,split_tensile_mpa,Add fibres additive at 5-10%: fibres add 0.5-1.5 MPa STS,Reduce wc_ratio to 0.40: lower w/c improves tensile strength,Use PET or HDPE fibres specifically: better bond than granular,5.0
M3_01052,physics_formula,Mixed,21.34,13.88,0.46,fly_ash,1.43,31.6,90,31.485,2.811,2.706,2175.8,5.139,0.8354,61.24,377.52,173.66,534.89,1210.0,234.74,5.48,329.2001,0.0521,2.5675,5.808,-258.214,0.0219,79.4356,365.71,286.2744,78.2791,234.74,9389,M30,1,0,1.485,-4.139,1,27.985,0,0,1,0,1,3,1,1,0,2,1,1,2,1,1,2,6,29.603,25.0,10.67,6.429,8.571,80.27,A,split_tensile_mpa,Add fibres additive at 5-10%: fibres add 0.5-1.5 MPa STS,Reduce wc_ratio to 0.40: lower w/c improves tensile strength,Use PET or HDPE fibres specifically: better bond than granular,5.0
M3_01053,physics_formula,Mixed,13.79,5.92,0.47,none,0.0,37.4,56,39.728,3.72,3.581,2239.3,5.812,1.0005,64.29,383.0,180.01,586.23,1210.0,151.69,0.0,333.976,0.054,2.8139,5.808,-166.859,0.0,175.7929,365.71,189.9171,51.9311,151.69,6067,M30,1,0,9.728,-4.812,1,36.228,0,0,1,0,1,3,1,1,0,2,1,1,2,1,1,2,6,23.523,18.961,6.895,6.429,8.571,64.38,B,split_tensile_mpa,Add fibres additive at 5-10%: fibres add 0.5-1.5 MPa STS,Reduce wc_ratio to 0.40: lower w/c improves tensile strength,Use PET or HDPE fibres specifically: better bond than granular,5.0
M3_01054,physics_formula,LDPE,8.85,4.21,0.464,fibres,9.63,29.7,28,34.137,4.959,3.321,2230.5,5.324,1.0439,67.02,346.12,160.6,619.82,1210.0,81.42,36.88,301.8141,0.0482,2.9751,5.808,-101.775,0.0,208.8704,365.71,156.8396,42.8863,81.42,3256,M30,1,0,4.137,-4.324,1,30.637,0,0,1,0,1,3,1,0,0,1,1,0,1,0,1,1,3,21.435,10.178,4.425,6.429,4.286,46.75,C,split_tensile_mpa,Add fibres additive at 5-10%: fibres add 0.5-1.5 MPa STS,Reduce wc_ratio to 0.40: lower w/c improves tensile strength,Use PET or HDPE fibres specifically: better bond than granular,5.0
M3_01055,physics_formula,HDPE,9.68,3.69,0.464,fibres,16.87,57.9,56,46.934,6.627,4.772,2242.8,5.867,1.0556,78.87,318.39,147.73,614.18,1210.0,92.93,64.61,277.6342,0.0443,2.948,5.808,-111.5136,0.0,174.921,365.71,190.789,52.1695,92.93,3717,M30,1,0,16.934,-4.867,1,43.434,0,1,1,0,1,4,1,1,0,2,1,0,1,0,1,1,4,23.578,11.616,4.84,8.571,5.714,54.32,C,sustainability_score,Increase replacement_pct from 9.68% to 14.68%,Switch additive_type to silica_fume if not already,Extend curing_days to 28 for maximum strength gain,3.0
M3_01056,physics_formula,PVC,14.27,8.78,0.531,fibres,17.23,50.4,28,33.125,4.47,3.325,2251.6,7.295,1.0438,56.52,317.01,168.33,582.96,1210.0,199.78,65.99,276.4319,0.0505,2.7982,5.808,-189.791,0.0,95.2977,365.71,270.4123,73.9417,199.78,7991,M30,1,0,3.125,-6.295,1,29.625,0,1,1,0,1,4,1,0,0,1,1,1,2,1,1,2,5,28.602,24.973,7.135,8.571,7.143,76.42,B,sustainability_score,Increase replacement_pct from 14.27% to 19.27%,Switch additive_type to silica_fume if not already,Extend curing_days to 28 for maximum strength gain,3.0
M3_01057,physics_formula,PET,19.47,13.59,0.543,none,0.0,67.7,28,34.111,2.798,3.098,2230.2,6.473,0.9614,59.17,383.0,207.97,547.6,1210.0,268.69,0.0,333.976,0.0624,2.6285,5.808,-354.6655,0.0,-12.1906,365.71,377.9006,103.3334,268.69,10747,M30,1,0,4.111,-5.473,1,30.611,0,0,1,0,1,3,1,1,0,2,1,1,2,1,1,2,6,30.0,25.0,9.735,6.429,8.571,79.73,B,split_tensile_mpa,Add fibres additive at 5-10%: fibres add 0.5-1.5 MPa STS,Reduce wc_ratio to 0.40: lower w/c improves tensile strength,Use PET or HDPE fibres specifically: better bond than granular,5.0
M3_01058,physics_formula,LDPE,9.96,12.41,0.492,fly_ash,11.82,65.0,28,37.452,3.787,3.54,2261.8,5.212,1.0788,70.73,337.73,166.16,612.27,1210.0,91.63,45.27,294.5,0.0498,2.9389,5.808,-114.54,0.1811,188.9379,365.71,176.7721,48.3367,91.63,3665,M30,1,0,7.452,-4.212,1,33.952,0,0,1,0,1,3,1,0,0,1,1,0,1,0,1,1,3,22.693,11.454,4.98,6.429,4.286,49.84,C,split_tensile_mpa,Add fibres additive at 5-10%: fibres add 0.5-1.5 MPa STS,Reduce wc_ratio to 0.40: lower w/c improves tensile strength,Use PET or HDPE fibres specifically: better bond than granular,5.0
M3_01059,physics_formula,PET,23.21,8.11,0.427,silica_fume,13.29,41.3,7,31.875,3.419,3.104,2177.8,3.19,0.8318,63.55,332.1,141.81,522.17,1210.0,320.3,50.9,289.5906,0.0425,2.5064,5.808,-422.7934,0.7126,-124.1332,365.71,489.8432,133.9431,320.3,12811,M30,1,0,1.875,-2.19,1,28.375,0,0,1,0,1,3,1,1,0,2,1,1,2,1,1,2,6,30.0,25.0,11.605,6.429,8.571,81.61,A,split_tensile_mpa,Add fibres additive at 5-10%: fibres add 0.5-1.5 MPa STS,Reduce wc_ratio to 0.40: lower w/c improves tensile strength,Use PET or HDPE fibres specifically: better bond than granular,5.0
M3_01060,physics_formula,PET,21.28,17.23,0.454,fibres,1.31,64.0,14,33.81,4.478,3.198,2179.9,4.233,0.9043,52.13,377.98,171.6,535.3,1210.0,293.66,5.02,329.6009,0.0515,2.5694,5.808,-387.6365,0.0,-49.6067,365.71,415.3167,113.5645,293.66,11746,M30,1,0,3.81,-3.233,1,30.31,0,0,1,0,1,3,1,1,0,2,1,1,2,1,1,2,6,30.0,25.0,10.64,6.429,8.571,80.64,A,split_tensile_mpa,Add fibres additive at 5-10%: fibres add 0.5-1.5 MPa STS,Reduce wc_ratio to 0.40: lower w/c improves tensile strength,Use PET or HDPE fibres specifically: better bond than granular,5.0
M3_01061,physics_formula,PVC,12.46,3.26,0.466,silica_fume,16.36,35.6,28,39.787,4.253,3.743,2306.6,4.182,1.0331,77.99,320.34,149.28,595.27,1210.0,174.44,62.66,279.3375,0.0448,2.8573,5.808,-165.718,0.8772,123.2068,365.71,242.5032,66.3102,174.44,6977,M30,1,0,9.787,-3.182,1,36.287,0,0,1,0,1,3,1,0,0,1,1,1,2,1,1,2,5,26.841,21.805,6.23,6.429,7.143,68.45,B,split_tensile_mpa,Add fibres additive at 5-10%: fibres add 0.5-1.5 MPa STS,Reduce wc_ratio to 0.40: lower w/c improves tensile strength,Use PET or HDPE fibres specifically: better bond than granular,5.0
M3_01062,physics_formula,Mixed,13.96,5.58,0.42,silica_fume,15.69,41.6,28,45.354,4.409,4.105,2228.2,2.538,0.9469,89.33,322.91,135.62,585.07,1210.0,153.56,60.09,281.5752,0.0407,2.8083,5.808,-168.916,0.8413,122.1575,365.71,243.5525,66.5972,153.56,6142,M30,1,0,15.354,-1.538,1,41.854,0,0,1,0,1,3,1,1,0,2,1,1,2,1,1,2,6,26.907,19.195,6.98,6.429,8.571,68.08,B,split_tensile_mpa,Add fibres additive at 5-10%: fibres add 0.5-1.5 MPa STS,Reduce wc_ratio to 0.40: lower w/c improves tensile strength,Use PET or HDPE fibres specifically: better bond than granular,5.0
M3_01063,physics_formula,PET,25.72,10.83,0.599,silica_fume,6.26,48.1,56,30.042,3.549,2.621,2154.5,6.389,0.896,64.28,359.02,215.06,505.1,1210.0,354.94,23.98,313.0691,0.0645,2.4245,5.808,-468.5155,0.3357,-146.8137,365.71,512.5237,140.1449,354.94,14197,M30,1,0,0.042,-5.389,1,26.542,0,0,1,0,1,3,1,1,0,2,1,1,2,1,1,2,6,30.0,25.0,12.86,6.429,8.571,82.86,A,split_tensile_mpa,Add fibres additive at 5-10%: fibres add 0.5-1.5 MPa STS,Reduce wc_ratio to 0.40: lower w/c improves tensile strength,Use PET or HDPE fibres specifically: better bond than granular,5.0
